300,0
360,0
365,0
370,0
375,0
380,0.0002
385,0.00039556
390,0.0008
395,0.0015457
400,0.0028
405,0.0046562
410,0.0074
415,0.011779
420,0.0175
425,0.022678
430,0.0273
435,0.032584
440,0.0379
445,0.042391
450,0.0468
455,0.052122
460,0.06
465,0.072942
470,0.09098
475,0.11284
480,0.13902
485,0.16987
490,0.20802
495,0.25808
500,0.323
505,0.4054
510,0.503
515,0.60811
520,0.71
525,0.7951
530,0.862
535,0.91505
540,0.954
545,0.98004
550,0.99495
555,1
560,0.995
565,0.97875
570,0.952
575,0.91558
580,0.87
585,0.81623
590,0.757
595,0.69483
600,0.631
605,0.56654
610,0.503
615,0.44172
620,0.381
625,0.32052
630,0.265
635,0.21702
640,0.175
645,0.13812
650,0.107
655,0.081652
660,0.061
665,0.044327
670,0.032
675,0.023454
680,0.017
685,0.011872
690,0.00821
695,0.0057723
700,0.004102
705,0.0029291
710,0.002091
715,0.0014822
720,0.001047
725,0.00074015
730,0.00052
735,0.00036093
740,0.0002492
745,0.00017231
750,0.00012
755,8.462e-05
760,6e-05
765,4.2446e-05
770,3e-05
775,2.121e-05
780,1.4989e-05
785,1.0584e-05
790,7.4656e-06
795,5.2592e-06
800,3.7028e-06
805,2.6076e-06
810,1.8365e-06
815,1.295e-06
820,9.1092e-07
825,6.3564e-07
830,0
900,0
1100,0
1300,0
1400,0
2000,0
